label,text
neg,get plot make much even bad good bad good time good time good time even time end get make people make time bad get get people plot time bad really much people good plot make time good good really get people people make make get good make time bridget could people much bridget make even time even time time make plot plot get people good much time even plot good get good even good good even people bad plot really even first good man way bad really plot much make plot really even really time make bad even good first much plot time plot even plot much bad make 
pos,really good great much well time little best back time time get well good time people best really great much good good time great time time well time great time much great even best even well good best good much good time father much philip great philip time even great really well good little braveheart well well much best get well good time well really little time get good go good really time good characters time get well get well well great even good best get really even well time great really great good good well good much little well great well even two well even well well good time time good really really best time great 
neg,much bad get even good bad bad lugosi even plot really get bad good time much make time people plot even people get good could people really even bad plot much bridget even good really really time even good even bad get good good even bad really good get plot time good make bad get bad much really good bad much time even good really plot people end black bad bad plot good time make even really make good bad bad much make even much bad time much bad never get time much good time bad even bad really even bad people make bad bad bad even really make plot get good much even 
neg,even bad much plot even make time time people good make bad even bad people bad make even time make bad plot time even really time good make people get really really people much end good plot make bad even much much really people bad first really good plot even bad even even really people really end really time really bad bad get bad good really good people end bad get make get people make good time good really even bad two could even much time plot much even even time time much bad really much could plot people time 
pos,get really go well great well even great even well really time good go good really great characters really well time well great little well time get even good even love well best good time even get really characters time really get really little man good really good really rob rob best people great time love well philip best really even first characters good even good love much great much get people good best good much good great good really well even really good time first good even well best even good get good good well well well good time time well well characters first characters best get characters well best well much great well time get well even good great 
pos,well characters much good get best people time get time get get time good great time much really great great get well much well well much even great really people good well get good even good really even much good well good good time even good two people great get get time characters really best people really good really even good time best even great really father time well good really get much time good well time get best even well get great even time time time go time great 
pos,great time get good even well even really much good even much time well really characters man time people really well good even time much much good characters well good roy get great human even great much get get people war philip man time get much best well good time jimmy get much well best great great back great even man really best best men good great much get even characters even much great even much good much great time good really well time little really best even mildred time time little great even best good get well great characters great people best get really great well 
neg,really bad even plot really plot good even time get get plot even bad even people good bad end could time people make even good plot music man could could bad get bad really good even even bad two much make lugosi make man plot really could time good bad black get bad good get make end even time much even plot make get much time make good even people good much could time good much good really time even bad bad plot bad time really really good even really people people well good people plot bad even people well bad make good time plot much good much time make 
pos,two good well great great good much good good great get well best first time get great get characters human people well much well time great well really characters even time get really really philip great much time good great time great really even good get time well well two well cunningham really really good time good great well best great much good time back get great get well time well really philip get people well people even characters time great well even best time get time good good good really even good really time roy best get get even great little great time get much great two time time well best well much time good well time great good 
pos,get time man time man even war time well get characters get people much great time best great much well roy characters well really really time well even get people best get much characters even much little great really time much really good really well time much best even much good really get time good really even well braveheart great people well good well much really really really well get well good great philip get time well good really much time great even little time good great great even good go best two really well great time well good really well get much well really time time characters much great even much really well even time time good great well really get even even great well much good people get good really good 
neg,good people plot time make really well make even get much time really get people plot time really people get good good even make really could good even lugosi time time time bad get even people bad bad bad even much even get much much people could make bad get bad time people plot good bad even two even bad even time good plot time time plot even bad bad bridget much bad time even time bridget even bad time people bad even bad even much even really even bad man even people make good get bad even get good time time really get plot bad people make really get time bad 
pos,time well braveheart mildred time roy time people great people well even characters get little great really good time well good good first characters much great well great good really get much great much really even good people characters even good well really even two time great time love best good little well characters time well good time braveheart time good good really great characters well much time well great good time great good good really good even time little well great two time well good get good time good well even time well even great go time get get two well little time get well get characters great really good father really little really much little even little well 
neg,really really plot good even even get people much get good people get could people get people little really plot bad bad people bad bad much get could plot really good good make bridget end bad good plot even time well make good even good good people bad people bad even plot really time really people people time bad really plot even bad time even people bad time time little bad plot much good bad bad get bad plot even good make make people first way make much time people bad man time even plot good people bad bad good much make even good bad people 
neg,even time even plot even bad plot even people get get time really people get bad people time get even really even people people much good much time people people people even much time bad really people bad get good even people good get time even bad even time first bad bad good make bad really even even people people get plot good good bad really good much people bad little people good much get good get get bad get make good first bad bad really even could time end make could 
pos,time time two great get characters get get well little roy best really good good time well time time much even even much get good people much time mildred well get good really mildred much good good much characters time much little time time well really well even well best even time well really time much good well well best jimmy well get much well well time little even much great even much even get much much great good really much father good well time characters even people time time first great great time good best get well well well well 
pos,well great really first good great even even much people time get characters little time really really get best little characters great even even time much get well great much well braveheart great well time even well good get time well good good great get much great time little back really really great get good well good much get great best much characters get two good people war love even great much even well time well best well really well people philip characters time time time best good well great little time get even great best much much really time rob first time really really best time really well good time really great good great first roy time best get good get time really time much great really even 
pos,great really really well people great best time war people best people time good get characters characters little really people well much even good little characters really much good even well time even get good great much even characters war people best good time really really characters even great time great well great great good even good first characters time great great mildred philip well good great great well best get good get best characters get well great really go well cunningham even best great rob get much good rob great really much time really human first good well great time time characters great time well much much characters well even rob people good time even rob time even well 
neg,much bad good people bad much really good people bridget even bad get plot good time even even much people good even bad really even good time really end bad really even much bad people really really really really time even even bad make time plot good people even really much bad plot make bad time bad never bad make time get could much people make even even really people well really much really much really good people really way bad get bad make get even even people really get time good get really good really man time even really even make much people much bad people bad time time good much really good really time even plot 
pos,well well well even characters people good time really even go even really really even people mildred much much really time really rob great even get much well well time much really get little time good good much get really cunningham good time really time well best well well well little human little even really time much best even good time characters good rob well good get best much good time little people well much great much good people great roy people get much much well good well time good really rob good much people love get time time really get good first really people great back good well characters good good 
pos,great people well great best well best well great much good well great great great philip much time characters well characters great really characters great get much good even really great rob people well even great great much little time much much good characters great really war much much mildred get great time good even time well great two really mildred characters mildred people characters good good good people best little best really time much best much even good good great great much characters time even good really good great even time really little time well great well even really characters characters get get characters best best even best even little great people philip 
neg,people make people really good get really people really time much way plot good really bad plot bad make get plot bridget bad bad get good good time even real bad bad much even time black get get much good good much get make even time even plot even time time even really people plot time even make never people make make people make bad much way get make good bad could really first first music people even really even even bad good time much time bad make bad bad really really really time plot even much much even people even even much black people black plot good get 
neg,good get bad good make really get plot people really people even really even even even get plot time bad people even good time plot bridget good really people first bad even plot really bad make get first bad time even get bad make really even even people people make well people make people plot really lugosi plot much bad make good make much people end much plot bad much well good time get bad plot good bad much really people much really bad real much way people good good bad even time much even really people time bad bad really much good much really even time really 
neg,get plot bad get much even get even plot bad good bad bad plot make plot lugosi bad time make good people plot bad really end get good bad well good even black get get get get plot people much make time much even really bad much much make bad plot get people plot even even make bad time plot really first bad make time good good really even time really plot even bad good people much even even make good good bad plot good really good good could even even lugosi good get plot really good bad much good really plot bad good time bad even bad could much bad make bad even get really time good people much time really even even make get much first people bad 
pos,really even time really good good even best cunningham little well great time people get war much much great good really even even good well really much good really much time really time little time time rob much little braveheart time great get well get little much characters time great really best good roy get really time good characters love well really great much characters characters much really great little even great really get time even great good time go even time really first good time people best much good great even even well great much great even little war well well get good great well much much people really well 
neg,get bad get time make plot plot time bad bad time good good plot good make even good people time much much really well time time bridget really could good bad make really bad time bad even good make really plot even really bad good time people time much plot people people get good time make bad really time lugosi even get plot even get plot bad time really bad plot get well people plot get good even make time lugosi time bad really really get even time lugosi plot bad make really really bad people plot time bad good bridget plot time plot good people people even bad make good even good well make time good plot 
pos,get much even time roy characters well much best even even much well really well people little good good well well human get best great good time really mildred time even good great rob well best even two really really great good great people great time two good time much great even even people little best even get people much good characters man really great much great great time great jimmy really good really great people get get man get time get good even really really people well get really good time little much people people get great go good time much love well really 
neg,even time much get good even plot good people get really much good even much even bad plot man make much much even much get plot people make good time make good good even way even really bad good even bad good make way people much people make way much make plot good much really make get time bad get even get bad end people really good people make time get bad make good way good get man good get really much real time people plot much much way time bad lugosi end good good bad people get people much good man even bad people get really people bad bad much even much good plot get first bad 
pos,first really characters great roy characters even get great great much good good much really great get philip get good really get people really people best best well much even really good even good get time good good get cunningham well time great even much even time characters time good people characters much good little get great good great good well great best braveheart well time characters much get even great well good time mildred characters good great characters get characters well get well get great little get people best good well well well much good well great even time time much even time great time philip well even really 
neg,good people time even people much much well get make even bad good much way first good time much good really people time bad good good bad really time bad even bad plot get plot bad bad people people really time could people good real bad really get time even really much really really time bad good even plot even even plot never good even really way time really get make time good get even plot really even really plot get people people way bad good get bridget time even could get bridget even much way end time even even time make plot way bad time good could even really people even people bad lugosi 
neg,much time man plot bad get could good could really people even get time could bad make get much even much even bad good people music bad people even time bad even bad good even really really two even bad good bad time time plot get people bad time make even way plot first really even even people even really bad lugosi bad get even people bad good much first make bad time even good bad even could get bad end good could time real much get make bad plot bad time people plot plot really make good good get bad lugosi get even bad much even good much 
pos,really great even people really well time get well first well great time rob really well even even great really time time time great even time great much much really good roy time really good well good well well get great even well good well great great go characters good good really much really man even much time even good well really well great good time time good well little people well really great really great good even little get great great much good great first well really great well great great good time best well really good good really great well time time great really really well get even good good good even good really well great time get great good well 
pos,mildred well characters great get people good well well well much even characters get great even well much really first get great time human best good get best people get much even well even even time get first good really time even well well really much time little time good well really characters braveheart people good much well people great great really good good really well really good little best best people well little good go characters get really good great really much time get great well good really good time little well rob even well great really even people great people great best great get well get really great well father great time little men time even well really little characters really roy time really time 
neg,people get much good could good bad make plot get make lugosi good much black get could people time really plot bad people bridget really even bad even much good really make people get black even much really make good even people good time good people get time bad time little time really bad could time time black get two really make time get way bad people time really get really people even get good could much people even even time good get well could really lugosi much little good first bad plot good first get time people people bad end time make 
neg,get much good make much really really music much people bad get plot even time people bad make really good even black bad even make time time bad bad bad get time people good even even time bad even really make time way good time even could even people make good good make make time good good time time bad good people bad make much get time even never well little much plot bad really really really even good even plot plot get much really really even bad really much bad time could really good could real bad much time much first good good make time bad even 
pos,good little even good good good good jimmy get much great really well good much time great great even good time really get really time great great war good good much good people time get great well little time two really get great really time really great jimmy people good good characters really characters good good really get time roy well time much great even great people good much time get get really even really good good time little even really really best best philip well good great get people good well even great much much good much great great even get two great good time best people really really time go best good well get really great rob much great much really good people 
neg,good really plot really time time really much people plot get even time people time good much black really bad people get make bad get bad even time first even time even even good really bad really people bad really plot people people even get make time good even time get people get really people man people good time well even good plot good time people really good people plot get plot time get good get even people two really people plot really people much good plot good get people even really even bad even much time get plot even even bridget much bad time time bad good bad really way get even bad lugosi get good make time much time make get time good make time 
pos,good time time well great well well go even great two rob war great time great braveheart time time little best father really really great good well best well little well people good great get well well much well characters time even characters man time great first mildred even time great go best really little good time human well great best time people well get much well great good good characters time time roy get great really time first get love much well much great time time time great even get good much really characters great get characters get love great good get little great people two good good great well great really people much time time well great 
pos,characters man well well people really people time time really even good first human great time good much time time great great good much really great time great go really time even much get good really characters great people time get time great good good get time good well time good much great really great even people well really two mildred time even much well great characters really great people great people well much well good good really great much best really two much human get even great really really people good men good really characters great time good time well get human get good much characters men time great time good even good even really even people good people good 
pos,people get really mildred great really people get really little get really much really time best great man man really really even really great good well best time rob great jimmy good well little characters men little good people well really mildred get time even really time best much even characters people really even well good love great well characters get great roy well really first really even even good great really time rob get war really time even even time even well go first much best great great well time philip much get time get well great great good well great great good human even even time great people characters time really great really really great mildred well well go really even good best 
pos,philip even best human little good good much two good really great well little good good time rob man get great really great get get really well really well time good great much well well well good get get rob time really much well well cunningham well time time well little much characters little great time little little time even time time great get good even well good get even good even great roy great really really little well characters great best even philip little well good time great time get time great characters much great much great love good time people even really time good man really good really well roy time even well time really love good good really get well time time people good first well even much little 
pos,first go good get well get roy well characters good really well people best much even good well war time great best well time really time well well get really great people good get time get rob best really really time good good much well people well much really characters well people good people people time get really great well really great well much two get good first best really much good time little time much even characters time even get really good really great little time get time even time get good much get really best great well good good good good good time good time well good people great 
pos,time good much much characters people great much time good time much jimmy even well well really time good great much much great good back well great well people get much time great even best well much much really get time even people much characters well well good great great good great best even time get good really well much get best much time people time good great much well great much great much characters best well well even good well best time great good great human well great get good time war much well get much roy get time much much time great great get best really good time get great even characters much good good good time good people great little time much great people best well great really time 
neg,even get even real really even even even get people make time people much good bad people make really lugosi end lugosi make bad people good even time much really much much people first really people bad even bad people people get bad well plot really even people time make really good bad really even even bad people bad bad get plot make plot plot really could much even even people even really really good really people bad really good good time way much plot even really get get good people bad get plot get 
pos,good good characters best get great characters much father good get time time really really characters good great really get time little much great good much great people characters really much well people time much characters time well well time get time really well even really well war men great really great little good get great well much good well war good really great love time well characters men good little get good even philip good even really great love great well really really great time roy much really people time people get get get characters much great braveheart rob get little good really good people good much great even much best get well time great really really best get time time well much time much people much well good much 
neg,get even bad people bad make much much even bad really good get bridget good even people people bridget bad good get people people get bad people bad make much time people bad man make get bad even people time time even much good even bad bad make bad time bad really bridget get good people good time plot could people time make bad bad people bad people bad get bad bad bad make time even bad good bridget lugosi people good bad two good time even people make plot much good make really even bad good time bad much good bad could even 
neg,get plot really bad make good people bad even time people could lugosi much make get plot bad even get people plot even even really even plot never good plot even even much even really really time time bad even good really bad make get make get good much really make much good good bad time bad bad much people much even really much get much bad man good make plot good even plot much good two get time bad really bad people bad really people even bad real make even make really people even get plot bad time bad really bad 
pos,time really people back characters great time great really time really much great really well get good well get really good even really braveheart really roy time rob much really get best cunningham get much good characters time time good great best get go best well time good good well well even well best well love best even really get little even good back two really much great time even really go good great time great much good even first much well get people great really best love time little time great first much much much good well well well much much characters human much characters get well get great good best well people people 
neg,make plot people get make time time plot first people plot make even get bad even even really lugosi even good good make could bad really even time even make much people good make people really get people bad people people time bad get plot get bad even even time even bad lugosi lugosi bad even people much plot bad get two bad could bad first plot time even time good good time could really people bad much bad lugosi people plot people make even bad even really even bad bridget even bad people first much time time time real get make bad much get time people even good make make plot 
neg,much bad bad really people even black bad bad good time get get time much time people never much plot time make good plot get people plot bad really much good bad get get really time even get bad really make good really plot could get people even bad good make plot time get could people much even even even even people much plot bad much make people even much get good time even people even even time bad plot good get first good really bad man time time good get plot really time really people people first really good bad 
pos,time time really well get even good time characters well well even good get characters time well even really get good good time even little well time characters time well get war good great good even rob good great little good great well time well much even even people well much good good good well well love best time time good time good people well well much roy even much great good great good even time well great really man get really well time great mildred well characters great good much love two great time well time really good really war well well good 
neg,get good even really bad really really good good plot even time plot even bad plot bad good really really even plot even bad bad really much get get much even even bad much bad much bad really plot really first get way much bad real bad good much bad make even really time time really bad way really make good time people get plot time good bad people get much make people even even plot even bad bad really really even plot even bad even bad make really really plot people even much plot make even make make first time really much even good much time good make much get much really much time much way good music people two plot time 
pos,get really really much well time well even well great well even time good great good get even good best little much characters people people get time time time back characters really get good jimmy time good really good man time well people really good much even good best first even time get even best even best little good good characters people even time even get time best characters time get great well good well really much get good well people best time great good well great time really good time get time much even great roy great good much characters people even much really two get good get time really even get characters good much well really back good best good 
pos,well love little well even great much well characters even people time well time well good great people even get time even well much philip much well good little much characters go great characters really rob time time well little time much roy great best time people get people much even really much great time get characters well best well good really well much really well well love really really great even well time great back really well time great great really people well much really best good cunningham two best little characters much good good roy great well good well well great time good well even first best love people man really 
neg,people really bad good first really time really even bad plot make get plot could time bad good even get plot good good really bad get plot plot end plot people much people get time good much people make plot bad even even much plot people even get never bad bad bad much even people good people time two bad good plot bad good time two plot really bridget get never good make time get get even good time get people much make get much time real black get well way could get could time get good 
pos,great time best even little best time good well even much well good much much get characters get great get characters much time get really good well great time characters time rob really characters great much get great really time much good good good best time great much much best get get time much well good really get much good time go time really good well roy even much really well little really much father time even great love much get much well best get great man much best best get well really get get really good much time much well time good good much war well even 
pos,much first time time time really great even people get characters much time war good time get time get much best much even best much best best good little even best man really characters much people good good well good first best well well best good much rob time great cunningham well good great braveheart great get time great little much time great even time well man get little great first get well really good time much great people get little great even really really much characters people good love time time good good time human much really good even get people well even even good little 
neg,really make bad end time people lugosi much way make people really first really people bad much time even good two music lugosi much good much bad get even good make make never well plot time really bad make really people really good good bad music really even make really even bad really time much plot time people make bad time make make people make really even much plot bad good good plot even could really people people much get bad good good really time even much get make really really make make really good real good people really get really good really really people people bad even even good bad much 
pos,get time best well even back philip well great well time people great good good much much even good time characters roy good good even great great good go much well little great even time really time good good well best best really get time great get good time good much people much great love much time great characters good much great great well time time get great really well get man time much great good much good time well time really time great people time even really get great really great time best get get get time best good even good best even great good time 
neg,time even really make get much good time time even people much good much time even music good plot people people really much bad even much time first good good much really well make plot even even get could bad bad good really really plot really even much much bad really really people really time even good get bad even even bridget bad bad bad bad get much much little really even people really first even make bad bad even little bad make time much really get get even really plot bad get good make end time much really much good get much bad could get really really people time people plot much people really 
neg,bad good bad get good good good really plot plot bad time much much good bad even time much time even good really time real end even bad bad good much bad get bad get much people plot even much bad really bad even time people people good good bad well make real bad much good good even even bad people even people get good time get make make even much good people even even much people even make much bad really even really bad good make much people never even bad good even make much really make two really bad even 
neg,good bad plot much bad make much even good time even really could make bad music make plot end even plot make never bad bad even real plot good even bad bad people bad bad even first two get make make make much much much even even really bad people time time people bad bad really people time plot bad time plot bad much really really much good really time bridget black even never get really really plot plot bad bad never good good bad much even people bridget even people bad really bad even bad really even good good get could even little even much plot make 
neg,bad even time really really people people plot good people much black good make never plot even make even bad good bad much get two much people really much good time time good time much music make end make time really bad much much even much people make much much good good make man people make get make get get even much really good make really even bad bad music really good time time really people time good make even make even music make get bad people good bad make even really bad good make people people good make good even good plot much good bad bad time bad good bad good bad time bad bad really 
pos,well much great really best much get much good good time time really time well well get get good much well well really even well time characters best much good love really men time great even people good much much well good time much well really time well roy really first great best well really great well even people well people best time characters good time characters best great good even little great people well even great time good get well get man really time much well great much good characters rob time good good little people good good jimmy well good little people well even well time good best get great good good even best good time really philip love time good get good great get time people good really 
neg,much man man even music much people plot even get bad good good bad bad even time get much plot make even people good plot people really really real even make time good good get good first time time bad get black really make really much bad time even really good really really plot people even good make good time make get well much much plot even get time people two much get much really get good much bad bad even really people really end bad even time really even much people could bad really bad make much time bad bridget first people even good 
neg,really plot people plot good even real bad really really get much good really people bad even bad even much really make make much time time much plot really even people make plot people people could good even bad get get even bad much could people people bad bad really bad good get plot bad even much time get first people plot people man could time get could get bad time make plot people time even much real time much much time really bad really plot time good people good good could plot plot good people bad bad really people bad bad really 
pos,first great much back good even great best time great much really cunningham much well really get even time great even best much really time much well time get good man characters great time time people good little really really best good time well people well get even great great well even really time good time great little get well get great much really much love time well time great mildred great get well well time great even get people best well well good get much great father best much good time good good characters really people little mildred time time much really much people good jimmy really good even get good 
neg,good even real even even bad good even make really two bad good really black make could good much make bad people bridget good much people even two two bad even get really even really bad make time even people people bad good plot time much good bad bad even people people make plot well much much good make get time plot bad plot people music even well could man black time even get people bad good even really man time could good really people bad good end really really good first lugosi bad even bad lugosi much people real plot even good time much bad much really really even bad time get even two really even really even time good much people plot lugosi plot time good really time good plot even much bad plot good good people good plot bad even 
neg,never people plot people bad real bad really bad bad people really could people time get even get people plot people people much good people even even people could bad even bad time much good good get much make bad people people get plot real good good good even get really two music really make make people good even much get plot bad good really even even bad time much even even bad people good get never much good time make good plot make time time bad time good time people people make good get bad bad really make 
neg,time people good even even get make good good black much good people bad bad really good time get even bad even even much time good much make good could bad get much people much plot bad people really even time get time bad bad good even make even plot time bridget bad even even good get really bad bad really could plot much bad really really bridget make good good bad even music bad time really people time make bad two bad bad much even lugosi really make get make much get even really much even 
pos,mildred people well little time good even well cunningham really well even well get good time much good great well even really good characters little best people time really time well good characters great go much much get people great get people good best really people really best little really even time characters good get good great get really people great get good get even rob much good people people time go even even well good great good really time well really get really get good love great get great really much time really good much really people good much much well well great time time well really well get really much much much 
neg,get good time plot even time time even even good time way bad bad get good really get bad bad really good even time bad really bridget get really even man two really time plot people good really people bad plot plot much really good much good bad people really time even get lugosi time people plot time lugosi time people people even bridget people people much plot make get bad good even bad much good really even time get plot really good make really time way bad time bad bad time people even people make time really even get get bad good plot bad get could good good make much make good way much 
neg,time even really get even people bad get much could bridget people well good really time really really get time good time really make bad get good people much get bad little bad way even people lugosi bad even end plot even bad much get never even plot really get get bad good get bad time time plot plot real even even really bridget first time make really really bad time time really even time much time plot never plot plot make bad plot people bad bad even time really time plot even bad plot make good plot time could 
pos,get get little much time people first really great time great get time really really great really great well time characters time really much man much two even well much mildred time great really little time time much even first time characters great well time time time time really really get best best good even time much good well well well much great good first really much great good time much good time really good best good get well good really time two well much great characters even great much good really good little really even well best get good cunningham great really little much good even time really good good rob even really really time really good time 
